marca,modelo,tipo,motor,descricao,preco,quilometragem,cambio,ano,portas,combustivel,troca,cor,vendido,data
Toyota,Hilux CD,Pick-up Grande,3.0,3.0 16v SRV 4X4 ,146900.0,153000,Automático,2012,4,Diesel,Aceito Troca,Preto,Não,05/04/2023
Chevrolet,Onix Hatch,Hatch Médio,1.0,1.0 LT (Flex) ,64900.0,77462,Manual,2020,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Peugeot,2008,SUV,Griffe,Griffe 1.6 Flex 16V 5p Aut. ,67900.0,57000,Automático,2017,5,Bi-Combustível,Aceito Troca,Marrom,Não,05/04/2023
Hyundai,Creta,SUV,Pulse,Pulse 1.6 16V Flex Aut. ,86000.0,53000,Automático,2017,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Ford,EcoSport,CrossOver,2.0,2.0 16v TITANIUM POWERSHIFT ,61900.0,41276,Automatizado,2014,4,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Fiat,Palio,Hatch Compacto,1.0,1.0 8v Fire Economy 1.0 8V (Flex) ,29900.0,95000,Manual,2010,4,Bi-Combustível,Aceito Troca,Cinza,Não,05/04/2023
Mercedes,Benz A 200,Hatch Superior,Style,Style 1.3 Turbo ,229990.0,34500,Automático,2019,4,Gasolina,Aceito Troca,Preto,Não,05/04/2023
Citroen,C3,Hatch Compacto,1.2,1.2 8v 1.2 PURE TECH FLEX TENDANCE MANUAL ,49990.0,43000,Manual,2016,4,Bi-Combustível,Aceito Troca,Vermelho,Não,05/04/2023
Chevrolet,Corsa Hatch,Hatch Compacto,MAXX,MAXX 1.4 8V 4P ,29900.0,77368,Manual,2011,4,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Renault,Sandero,Hatch Compacto,1.0,1.0 12v 1.0 12V SCE FLEX EXPRESSION MANUAL ,48900.0,1,Manual,2019,4,Bi-Combustível,Aceito Troca,Preto,Não,05/04/2023
Citroen,AirCross,CrossOver,1.6,1.6 16v 1.6 EXCLUSIVE 16V FLEX 4P AUTOMÁTICO ,44990.0,87000,Automático,2013,4,Bi-Combustível,Aceito Troca,Preto,Não,05/04/2023
Toyota,Hilux CS,Pick-up Grande,CS,CS 4x4 2.8 Diesel 2021/2021 ,189000.0,64867,Manual,2021,2,Diesel,Aceito Troca,Branco,Não,05/04/2023
Volkswagen,Gol,Hatch Compacto,1.0,1.0 12v MPI ,65900.0,5590,Manual,2022,4,Bi-Combustível,Aceito Troca,Cinza,Não,05/04/2023
Porsche,Macan,Esportivo|Cabrio,S,S ,839990.0,0,Manual,2022,4,Gasolina,Aceito Troca,Preto,Não,05/04/2023
Renault,Kwid,Hatch Compacto,Intense,Intense 1.0 Flex 12V 5p Mec. ,47900.0,57000,Manual,2018,5,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Citroen,C4 Cactus,SUV,1.6,1.6 16v FEEL BUSNIESS ,80900.0,53080,Automático,2019,4,Bi-Combustível,Aceito Troca,Cinza,Não,05/04/2023
Ford,Focus Hatch,Hatch Médio,1.6,1.6 16v S 1.6 16V TiVCT ,54900.0,197000,Automático,2014,4,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Honda,CR-V,CrossOver,2.0,2.0 16v EXL ,73900.0,163159,Automático,2012,4,Gasolina,Aceito Troca,Prata,Não,05/04/2023
Volkswagen,New Beetle,Hatch Compacto,2.0,2.0 Mi Mec./Aut. ,44900.0,143184,Manual,2008,3,Gasolina,Aceito Troca,Prata,Não,05/04/2023
Mercedes,Benz C 200,Sedan Superior,C-200,C-200 CGI Avantgarde 1.8 16V 184cv Aut. ,67990.0,100000,Automático,2010,4,Gasolina,Aceito Troca,Preto,Não,05/04/2023
Honda,HR-V,SUV,1.8,1.8 16v 1.8 16V FLEX EX 4P AUTOMÁTICO ,99900.0,1,Automático,2018,5,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Fiat,Uno,Hatch Compacto,1.0,1.0 8v 1.0 FIRE FLEX ATTRACTIVE MANUAL ,51900.0,64228,Manual,2020,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Mercedes,Benz 180 D,Furgão Grande,1.6,1.6 mercedesbenz c180 cgi avantgard 1.6t flex 156cv aut.2018 ,149900.0,61270,Automático,2018,4,Bi-Combustível,Não Aceita Troca,Cinza,Não,05/04/2023
Land Rover,Discovery,SUV,3.0,3.0 16v TD6 SE ,380000.0,82000,Automático,2018,4,Diesel,Aceito Troca,Branco,Não,05/04/2023
Land Rover,Discovery,SUV,3.0,3.0 16v TD6 SE ,380000.0,82000,Automático,2018,4,Diesel,Aceito Troca,Branco,Não,05/04/2023
Chevrolet,Onix Hatch,Hatch Médio,1.0,1.0 8v ONIX LT ,46900.0,79700,Manual,2015,4,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Volkswagen,Nivus,SUV,1.0,1.0 Highline 1.0 Turbo (Aut) (Flex) ,118900.0,37000,Automático,2020,4,Bi-Combustível,Aceito Troca,Cinza,Não,05/04/2023
Citroen,C4 Cactus,SUV,1.6,1.6 Feel (Aut) (Flex) ,90990.0,27033,Automático,2021,4,Bi-Combustível,Aceito Troca,Preto,Não,05/04/2023
Land Rover,Discovery 4,SUV,3.0,3.0 24v SE ,189000.0,97500,Automático,2015,4,Diesel,Aceito Troca,Azul,Não,05/04/2023
Land Rover,Discovery 4,SUV,3.0,3.0 24v SE ,189000.0,97500,Automático,2015,4,Diesel,Aceito Troca,Azul,Não,05/04/2023
Fiat,Toro,Pick-up Compacta,Volcano,Volcano 2.0 16V 4x4 TB Diesel Aut. ,124900.0,53080,Automático,2017,4,Diesel,Aceito Troca,Verde,Não,05/04/2023
Fiat,Palio,Hatch Compacto,1.0,1.0 8v Fire 1.0 8V (Flex) 4p ,31900.0,142650,Manual,2013,4,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Volkswagen,Jetta,Sedan Médio,2.0,2.0 TSI HIGHLINE 211CV T ,69900.0,132798,Automático,2014,4,Gasolina,Aceito Troca,Branco,Não,05/04/2023
Hyundai,HB20,Hatch Compacto,Comf./C.Plus/C.Style,Comf./C.Plus/C.Style 1.0 Flex 12V ,52990.0,68000,Manual,2017,4,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Fiat,Cronos,Sedan Compacto,1.3,1.3 8v Drive S-Design ,74900.0,23000,Manual,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Renault,Kangoo,Furgão Compacto,1.6,1.6 16v Express ,49899.0,61000,Manual,2014,4,Bi-Combustível,Aceito Troca,Amarelo,Não,05/04/2023
Chevrolet,Onix Hatch,Hatch Médio,1.0,1.0 TURBO PREMIER AUTOMÁ ,86900.0,44877,Automático,2019,4,Bi-Combustível,Aceito Troca,Vermelho,Não,05/04/2023
Fiat,Doblo,Minivan Média,1.8,1.8 16v Essence ,80900.0,48000,Manual,2020,5,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Honda,Civic,Sedan Médio,1.8,1.8 LXS ,37900.0,112000,Automático,2007,4,Gasolina,Aceito Troca,Prata,Não,05/04/2023
Fiat,Toro,Pick-up Compacta,2.0,2.0 16v Endurance ,139900.0,65000,Automático,2020,4,Diesel,Aceito Troca,Branco,Não,05/04/2023
Renault,Kwid,Hatch Compacto,Zen,Zen 1.0 Flex 12V 5p Mec. ,53990.0,42187,Manual,2021,4,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Audi,Q5,SUV,1.6,1.6 audi q5 prestige plus 2.0tfsi 252cv awd cteto aut.2019 ,249900.0,54158,Automático,2019,5,Gasolina,Não Aceita Troca,Azul,Não,05/04/2023
Renault,Kwid,Hatch Compacto,1.0,1.0 12v 1.0 12V SCE FLEX ZEN MANUAL ,47900.0,40143,Manual,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Jeep,Compass,SUV,2.0,2.0 16v LIMITED 4X4 AUTOMÁTI ,159900.0,46196,Automático,2020,4,Diesel,Aceito Troca,Marrom,Não,05/04/2023
Renault,Kwid,Hatch Compacto,1.0,1.0 12v 1.0 12V SCE FLEX ZEN MANUAL ,47900.0,61811,Manual,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Volkswagen,T-Cross,SUV,1.0,1.0 TSI Flex 12V 5p Aut. ,119900.0,16408,Automático,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Fiat,500,Hatch Compacto,Cult,Cult 1.4 Flex 8V EVO Mec. ,39900.0,85000,Manual,2011,2,Bi-Combustível,Aceito Troca,Vermelho,Não,05/04/2023
Fiat,Siena,Sedan Compacto,Siena,Siena EL 1.0 mpi Fire Flex 8V 4p ,38900.0,58938,Manual,2013,4,Bi-Combustível,Aceito Troca,Cinza,Não,05/04/2023
Honda,Fit,Hatch Médio,LX,LX CVT ,62880.0,112780,Automático,2014,4,Bi-Combustível,Aceito Troca,Cinza,Não,05/04/2023
Volkswagen,Up!,Hatch Compacto,1.0,1.0 12v MOVE TSI ,57900.0,59000,Manual,2016,4,Bi-Combustível,Aceito Troca,Vermelho,Não,05/04/2023
BMW,320i,Sedan Superior,M,M Sport 2.0 flex ,379990.0,0,Automático,2022,4,Gasolina,Aceito Troca,Cinza,Não,05/04/2023
Chevrolet,S 10 Cab. Dupla,Pick-up Grande,2.8,2.8 16v 2.8 16V TURBO DIESEL LTZ CD 4X4 AUTOMÁTICO ,254990.0,14724,Automático,2022,4,Diesel,Aceito Troca,Branco,Não,05/04/2023
Chevrolet,Onix Hatch,Hatch Médio,1.4,1.4 MPFI LTZ 8V FLEX 4P MANUAL ,71990.0,44500,Manual,2019,4,Gasolina,Aceito Troca,Preto,Não,05/04/2023
Fiat,Uno,Hatch Compacto,1.0,1.0 Fire Economy 1.0 (Flex) 4p ,28900.0,214200,Manual,2012,4,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Porsche,Taycan,Sport,Turbo,Turbo ,1099990.0,800,Automático,2020,4,Bi-Combustível,Aceito Troca,Cinza,Não,05/04/2023
Land Rover,Discovery Sport,SUV,2.0,2.0 16V TD4 TURBO DIESEL HSE 4P AUTOMÁTICO ,199000.0,105000,Não Informado,2017,4,Diesel,Aceito Troca,Prata,Não,05/04/2023
Land Rover,Discovery Sport,SUV,2.0,2.0 16V TD4 TURBO DIESEL HSE 4P AUTOMÁTICO ,199000.0,105000,Não Informado,2017,4,Diesel,Aceito Troca,Prata,Não,05/04/2023
Chevrolet,Tracker,CrossOver,LTZ,LTZ 1.8 ECOTEC AUT. ,71880.0,119317,Automático,2015,4,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Fiat,Palio,Hatch Compacto,1.4,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL ,41900.0,150000,Manual,2015,4,Gasolina,Aceito Troca,Vermelho,Não,05/04/2023
Ford,KA Sedan,Sedan Compacto,Ka+,Ka+ Sedan 1.5 SEL 16V Flex 4p ,49990.0,64999,Manual,2017,4,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Mitsubishi,L200,Pick-up Grande,3.2,3.2 16v 3.2 GL 4X4 CD 16V TURBO INTERCOLER DIESEL 4P MANUAL ,115900.0,125275,Manual,2017,4,Diesel,Aceito Troca,Branco,Não,05/04/2023
Chevrolet,Onix Hatch,Hatch Médio,1.0,1.0 MPFI JOY 8V FLEX 4P MANUAL ,48900.0,100000,Manual,2018,4,Gasolina,Aceito Troca,Preto,Não,05/04/2023
Hyundai,HB20 S,Sedan Compacto,1.6,1.6 COMFORT PLUS 16V FLEX 4P MANUAL ,64900.0,74000,Manual,2018,4,Gasolina,Aceito Troca,Preto,Não,05/04/2023
Nissan,Kicks,Hatch Suv Compacto,1.6,1.6 SL 1.6 Flex CVT ,95000.0,58000,Automático,2018,5,Bi-Combustível,Não Aceita Troca,Prata,Não,05/04/2023
Volkswagen,Fox,Hatch Compacto,1.0,1.0 MI 8V FLEX 4P MANUAL ,31900.0,156000,Manual,2011,4,Gasolina,Aceito Troca,Preto,Não,05/04/2023
Jeep,Renegade,Jipe,2.0,2.0 16v 2.0 16V TURBO DIESEL SPORT 4P 4X4 AUTOMÁTICO ,92900.0,78410,Automático,2015,4,Diesel,Aceito Troca,Prata,Não,05/04/2023
Suzuki,Jimny,Jipe,Wide/,Wide/ Jimny/4ALL 1.3 16V ,80900.0,93100,Manual,2017,2,Gasolina,Aceito Troca,Branco,Não,05/04/2023
Nissan,Kicks,Hatch Suv Compacto,1.6,1.6 16V FLEXSTART S DIRECT 4P XTRONIC ,84900.0,89000,Automático,2019,4,Gasolina,Aceito Troca,Branco,Não,05/04/2023
Mitsubishi,ASX,SUV,2.0,2.0 4x4 CVT TODAS AS REVISÕES EM CONCESSIONARIA ,78990.0,101000,Automático,2014,4,Gasolina,Aceito Troca,Prata,Não,05/04/2023
Mitsubishi,ASX,SUV,2.0,2.0 2.0 ,76900.0,88000,Automático,2014,4,Gasolina,Aceito Troca,Preto,Não,05/04/2023
BMW,M3,Sedan Médio,3.0,3.0 Competition ,899990.0,0,Automático,2022,4,Gasolina,Aceito Troca,Preto,Não,05/04/2023
Hyundai,HB20 S,Sedan Compacto,1.0,1.0 Vision (Flex) ,73490.0,27590,Manual,2021,4,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Volkswagen,Gol,Hatch Compacto,MC4,MC4 _4P_ ,53880.0,51932,Manual,2019,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Ford,KA Hatch,Hatch Compacto,1.0,1.0 12v SE TiVCT Flex 5p ,58900.0,31000,Manual,2020,5,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Volkswagen,Gol,Hatch Compacto,1.6,1.6 MSI Flex 8V 5p ,56900.0,39965,Manual,2019,5,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Fiat,Uno,Hatch Compacto,ATTRACTIVE,ATTRACTIVE 1.0 ,52880.0,57138,Manual,2020,4,Bi-Combustível,Aceito Troca,Vermelho,Não,05/04/2023
Volkswagen,Gol,Hatch Compacto,1.6,1.6 8v Gol 1.6 MSI Flex 8V 5p ,70990.0,32771,Manual,2021,4,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Renault,Sandero,Hatch Compacto,1.0,1.0 12v 1.0 12V SCE FLEX EXPRESSION MANUAL ,44900.0,108927,Manual,2017,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Jeep,Compass,SUV,LONGITUDE,LONGITUDE 2.0 4x4 Dies. 16V Aut. ,159900.0,69700,Automatizado,2020,4,Diesel,Aceito Troca,Branco,Não,05/04/2023
Fiat,Strada Cab. Simples,Pick-up Compacta,1.3,1.3 8v 1.3 FIREFLY FLEX FREEDOM CS MANUAL ,92900.0,17362,Manual,2021,2,Bi-Combustível,Aceito Troca,Preto,Não,05/04/2023
Volkswagen,Gol,Hatch Compacto,1.6,1.6 8v Gol 1.6 MSI Flex 8V 5p ,62990.0,62256,Manual,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Chevrolet,S 10 Cab. Dupla,Pick-up Grande,2.8,2.8 16v 2.8 16V TURBO DIESEL HIGH COUNTRY CD 4X4 AUTOMÁTIC ,223990.0,64242,Automático,2020,4,Diesel,Aceito Troca,Cinza,Não,05/04/2023
Hyundai,HB20,Hatch Compacto,Comf./C.Plus/C.Style,Comf./C.Plus/C.Style 1.0 Flex 12V ,41990.0,94200,Manual,2014,4,Bi-Combustível,Aceito Troca,Preto,Não,05/04/2023
Fiat,500,Hatch Compacto,1.4,1.4 16v 1.4 CABRIO 16V GASOLINA 2P AUTOMÁTICO ,69900.0,78000,Automático,2012,2,Gasolina,Aceito Troca,Branco,Não,05/04/2023
Audi,TT,Esportivo|Cabrio,RS,RS 2.5 TFSi Quattro ,559990.0,11800,Automático,2018,2,Gasolina,Aceito Troca,Preto,Não,05/04/2023
Ford,KA Hatch,Hatch Compacto,1.0,1.0 8v 1.0 TI-VCT FLEX SE MANUAL ,49900.0,64121,Manual,2020,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Peugeot,207,Hatch Compacto,1.4,1.4 8v 1.4 XR 8V FLEX 4P MANUAL ,25900.0,118301,Manual,2011,4,Bi-Combustível,Aceito Troca,Preto,Não,05/04/2023
Jeep,Renegade,Jipe,Sport,Sport 1.8 4x2 Flex 16V Aut. ,72800.0,68600,Automático,2015,4,Bi-Combustível,Aceito Troca,Vermelho,Não,05/04/2023
Volkswagen,T-Cross,SUV,1.0,1.0 TSI Flex 12V 5p Aut. ,112900.0,29287,Automático,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Toyota,Corolla,Sedan Médio,XEi,XEi 2.0 Flex 16V Aut. ,89990.0,106000,Automático,2016,4,Bi-Combustível,Aceito Troca,Preto,Não,05/04/2023
Citroen,C4 Cactus,SUV,1.6,1.6 Feel (Aut) (Flex) ,91580.0,20520,Automático,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Volkswagen,Voyage,Sedan Compacto,1.6,1.6 8v MSI FLEX ,54900.0,79803,Manual,2019,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Volkswagen,Saveiro Cab. Est.,Pick-up Compacta,1.6,1.6 8v 1.6 MI CE 8V FLEX 2P MANUAL G.VI ,51900.0,133000,Manual,2014,2,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Chery,Tiggo 2,SUV,1.5,1.5 ACT ,79990.0,22100,Automático,2020,4,Bi-Combustível,Aceito Troca,Cinza,Não,05/04/2023
Renault,Sandero,Hatch Compacto,Expression,Expression Hi-Flex 1.6 8V 5p ,33900.0,164000,Manual,2014,5,Bi-Combustível,Aceito Troca,Preto,Não,05/04/2023
Peugeot,2008,SUV,Allure,Allure Pack 1.6 16V (Aut) (Flex) ,83150.0,31250,Automático,2021,4,Bi-Combustível,Aceito Troca,Cinza,Não,05/04/2023
Mclaren,720S,Esportivo|Cabrio,4.0,4.0 ,3389990.0,3749,Automático,2018,2,Gasolina,Aceito Troca,Laranja,Não,05/04/2023
Hyundai,HB20,Hatch Compacto,1.0,1.0 COMFORT 12V FLEX 4P MANUAL ,47900.0,89000,Manual,2016,4,Gasolina,Aceito Troca,Cinza,Não,05/04/2023
Fiat,Palio,Hatch Compacto,ATTRA./ITALIA,ATTRA./ITALIA 1.4 EVO F.Flex 8V 5p ,41900.0,101137,Manual,2015,5,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Volkswagen,Amarok,Pick-up Grande,2.0,2.0 CONFORTLINE 4X4 ,158900.0,109000,Automático,2018,4,Diesel,Aceito Troca,Prata,Não,05/04/2023
Volkswagen,T-Cross,SUV,1.0,1.0 1.0 200 TSI TOTAL FLEX AUT. - 2020 ,95900.0,50000,Automático,2019,4,Bi-Combustível,Aceito Troca,Preto,Não,05/04/2023
Hyundai,Tucson,CrossOver,2.0,2.0 16V Aut. ,44900.0,99115,Automático,2011,4,Gasolina,Aceito Troca,Preto,Não,05/04/2023
Toyota,Corolla,Sedan Médio,1.8,1.8 16v 1.8 GLI 16V FLEX 4P AUTOMÁTICO ,58900.0,178921,Automático,2010,4,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Effa,Pick-Up,Caminhao,1.3,1.3 16v 1.3 16V PICAPE DUPLA ,89970.0,0,Manual,2023,4,Gasolina,Aceito Troca,Branco,Não,05/04/2023
Land Rover,Range Rover Evoque,SUV,1.2,1.2 land rover range rover sport d300 hse 3.0tdi 300cv awd cteto2022 ,679900.0,15630,Automático,2021,5,Diesel,Não Aceita Troca,Preto,Não,05/04/2023
Land Rover,Range Rover Evoque,SUV,1.2,1.2 land rover range rover sport d300 hse 3.0tdi 300cv awd cteto2022 ,679900.0,15630,Automático,2021,5,Diesel,Não Aceita Troca,Preto,Não,05/04/2023
Chevrolet,Onix Hatch,Hatch Médio,1.0,1.0 16v ONIX JOY 1.0 ,54990.0,30000,Manual,2019,4,Bi-Combustível,Aceito Troca,Vermelho,Não,05/04/2023
Chevrolet,Prisma,Sedan Compacto,1.4,1.4 8v LT (EM PROMOÇÃO) ,49900.0,136000,Manual,2015,4,Bi-Combustível,Aceito Troca,Preto,Não,05/04/2023
Porsche,911,Esportivo|Cabrio,Turbo,Turbo S ,2599990.0,200,Automático,2022,2,Gasolina,Aceito Troca,Preto,Não,05/04/2023
Chevrolet,Tracker,CrossOver,1.2,1.2 12v LTZ 1.2 Turbo 12V Flex Aut. ,108900.0,54000,Automático,2020,4,Bi-Combustível,Aceito Troca,Azul,Não,05/04/2023
Volkswagen,Fox,Hatch Compacto,Trendline,Trendline 1.6 Flex 8V 5p ,45800.0,101000,Manual,2014,5,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Volkswagen,Fusca,Sedan Compacto,1.6,1.6 ,31900.0,94000,Manual,1996,2,Gasolina,Aceito Troca,Verde,Não,05/04/2023
Hyundai,I30,Hatch Superior,2.0,2.0 AUTOMATICO ,47900.0,119706,Automático,2011,4,Gasolina,Aceito Troca,Preto,Não,05/04/2023
Fiat,Toro,Pick-up Compacta,Volcano,Volcano 2.0 16V 4x4 TB Diesel Aut. ,139999.0,100000,Automático,2018,5,Diesel,Aceito Troca,Branco,Não,05/04/2023
Chevrolet,Onix Hatch,Hatch Médio,1.4,1.4 8v LT ,41500.0,135000,Manual,2013,4,Bi-Combustível,Aceito Troca,Vermelho,Não,05/04/2023
Volkswagen,Fox,Hatch Compacto,1.6,1.6 8v 1.6 MSI COMFORTLINE 8V FLEX 4P AUTOMATIZADO ,51900.0,116000,Automático,2016,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Porsche,Panamera,Esportivo|Cabrio,1.2,1.2 porsche panamera ehybrid 2.9t 462cv awd cteto aut.2020 ,969900.0,14190,Automático,2020,5,Gasolina,Não Aceita Troca,Laranja,Não,05/04/2023
Fiat,Doblo,Minivan Média,Cargo,Cargo 1.8 mpi Fire Flex 8V/16V 4p ,79900.0,30900,Manual,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Hyundai,HB20,Hatch Compacto,1.0,1.0 UNIQUE ,55900.0,67121,Manual,2018,4,Bi-Combustível,Aceito Troca,Cinza,Não,05/04/2023
Land Rover,Range Rover Sport,SUV,HSE,HSE 3.0 ,589990.0,24033,Automático,2019,4,Diesel,Aceito Troca,Preto,Não,05/04/2023
Land Rover,Range Rover Sport,SUV,HSE,HSE 3.0 ,589990.0,24033,Automático,2019,4,Diesel,Aceito Troca,Preto,Não,05/04/2023
Chevrolet,Onix Hatch,Hatch Médio,1.0,1.0 8v 1.0 MPFI JOY 8V FLEX 4P MANUAL ,58900.0,30528,Manual,2020,4,Bi-Combustível,Aceito Troca,Preto,Não,05/04/2023
Fiat,Mobi,Hatch Compacto,LIKE,LIKE 1.0 05 PASSAGEIROS ,49900.0,8754,Manual,2019,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Toyota,Hilux CD,Pick-up Grande,2.8,2.8 Hilux 2.8 TDI CD SRX 50th 4x4 (Aut) ,253900.0,57968,Automático,2019,4,Bi-Combustível,Aceito Troca,Preto,Não,05/04/2023
Porsche,718,Conversível,Boxster,Boxster 2.0 Turbo ,599990.0,19200,Automático,2018,2,Gasolina,Aceito Troca,Branco,Não,05/04/2023
Volkswagen,Voyage,Sedan Compacto,1.6,1.6 8v 1.6 MSI TOTALFLEX 4P MANUAL ,69900.0,43464,Manual,2021,4,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Mitsubishi,ASX,SUV,2.0,2.0 8v ASX 2.0 AUTOMATICA ,75900.0,139034,Automático,2014,5,Gasolina,Aceito Troca,Marrom,Não,05/04/2023
Dodge,Challenger,Sedan Médio,R/T,R/T Hemi V8 ,899990.0,280,Automático,2021,2,Gasolina,Aceito Troca,Vermelho,Não,05/04/2023
Ford,KA Sedan,Sedan Compacto,1.5,1.5 16v SEDAN ,51000.0,69296,Manual,2017,4,Bi-Combustível,Não Aceita Troca,Prata,Não,05/04/2023
Chevrolet,Camaro,Esportivo|Cabrio,FIFTY,FIFTY 6.2 V8 ,379990.0,45500,Automático,2016,4,Gasolina,Aceito Troca,Cinza,Não,05/04/2023
Hyundai,IX35,CrossOver,2.0,2.0 16V 170cv 2WD/4WD Aut. ,70900.0,105951,Automático,2011,4,Gasolina,Aceito Troca,Preto,Não,05/04/2023
Renault,Sandero,Hatch Compacto,STEPWAY,STEPWAY Tweed HFlex 1.6 16V Aut ,44700.0,84195,Automático,2014,4,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Land Rover,Discovery Sport,SUV,S,S ,349990.0,41800,Automático,2020,4,Diesel,Aceito Troca,Branco,Não,05/04/2023
Land Rover,Discovery Sport,SUV,S,S ,349990.0,41800,Automático,2020,4,Diesel,Aceito Troca,Branco,Não,05/04/2023
BMW,320i,Sedan Superior,A,A 2.0 Turbo/ActiveFlex 16V 184cv 4p ,235990.0,18192,Automático,2021,5,Bi-Combustível,Aceito Troca,Preto,Não,05/04/2023
Volkswagen,Voyage,Sedan Compacto,1.6,1.6 MSI Flex 8V 4p ,57900.0,38000,Manual,2020,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Ford,Fusion,Sedan Luxo,SEL,SEL 2.0 Ecobo. 16V 248cv Aut. ,94900.0,57000,Automático,2016,4,Gasolina,Aceito Troca,Branco,Não,05/04/2023
Renault,Sandero,Hatch Compacto,1.0,1.0 12v Authentique 1.0 12V SCe (Flex) ,45900.0,60000,Manual,2018,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Honda,Civic,Sedan Médio,2.0,2.0 civic exr 2.0 ,77900.0,79000,Automático,2013,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Fiat,Doblo,Minivan Média,1.8,1.8 E.torQ (Flex) ,90090.0,31841,Manual,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Fiat,Mobi,Hatch Compacto,LIKE,LIKE 1.0 Fire Flex 5p. ,58900.0,23000,Manual,2022,5,Bi-Combustível,Aceito Troca,Cinza,Não,05/04/2023
Fiat,Strada Cab. Simples,Pick-up Compacta,1.4,1.4 8v 1.4 MPI HARD WORKING CS 8V FLEX 2P MANUAL ,65900.0,64295,Manual,2020,2,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Toyota,Yaris Hatch,Hatch Compacto,1.6,1.6 toyota yaris hb xls 1.5 flex 110cv cteto aut.2023 ,111900.0,19433,Automático,2022,4,Bi-Combustível,Não Aceita Troca,Branco,Não,05/04/2023
Audi,A4,Sedan Superior,Launch,Launch Edition 2.0 TFSI 190cv S troni ,134900.0,62000,Automático,2016,4,Gasolina,Aceito Troca,Cinza,Não,05/04/2023
Chevrolet,Prisma,Sedan Compacto,1.4,1.4 8v 1.4 MPFI LT 8V FLEX 4P MANUAL ,64900.0,98357,Manual,2019,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Volkswagen,Saveiro Cab. Est.,Pick-up Compacta,1.6,1.6 8v ,39900.0,114000,Manual,2011,2,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Volkswagen,Gol,Hatch Compacto,1.0,1.0 12v LAST EDITION ,122990.0,29,Manual,2022,5,Bi-Combustível,Aceito Troca,Vermelho,Não,05/04/2023
Volkswagen,Fox,Hatch Compacto,Trendline,Trendline 1.0 Flex 8V 5p ,44895.0,102325,Manual,2014,5,Bi-Combustível,Aceito Troca,Prata,Não,05/04/2023
Chevrolet,Prisma,Sedan Compacto,JOY,JOY 1.0 FLEX ,54900.0,80590,Manual,2019,4,Bi-Combustível,Aceito Troca,Cinza,Não,05/04/2023
